text,label,title,author,subject,language,source
El Ministerio de política internacional anunció nuevas políticas de política internacional tras extensa investigación.,0,El Ministerio de política internacional anunció nuevas políticas de política internacional tras exte...,Reporter_spanish_37,Economy,spanish,synthetic
Los investigadores de la Universidad de economía nacional publicaron hallazgos sobre economía nacional.,0,Los investigadores de la Universidad de economía nacional publicaron hallazgos sobre economía nacion...,Reporter_spanish_38,Science,spanish,synthetic
"Según el último informe, los indicadores económicos muestran crecimiento en economía nacional.",0,"Según el último informe, los indicadores económicos muestran crecimiento en economía nacional.",Reporter_spanish_39,Health,spanish,synthetic
"Según el último informe, los indicadores económicos muestran crecimiento en medio ambiente.",0,"Según el último informe, los indicadores económicos muestran crecimiento en medio ambiente.",Reporter_spanish_40,Economy,spanish,synthetic
Las autoridades recibieron financiamiento para programas de desarrollo en economía nacional.,0,Las autoridades recibieron financiamiento para programas de desarrollo en economía nacional.,Reporter_spanish_41,Health,spanish,synthetic
"Según el último informe, los indicadores económicos muestran crecimiento en energías renovables.",0,"Según el último informe, los indicadores económicos muestran crecimiento en energías renovables.",Reporter_spanish_42,Technology,spanish,synthetic
Las autoridades recibieron financiamiento para programas de desarrollo en energías renovables.,0,Las autoridades recibieron financiamiento para programas de desarrollo en energías renovables.,Reporter_spanish_43,Technology,spanish,synthetic
"Según el último informe, los indicadores económicos muestran crecimiento en política internacional.",0,"Según el último informe, los indicadores económicos muestran crecimiento en política internacional.",Reporter_spanish_44,Science,spanish,synthetic
El Ministerio de tecnología anunció nuevas políticas de tecnología tras extensa investigación.,0,El Ministerio de tecnología anunció nuevas políticas de tecnología tras extensa investigación.,Reporter_spanish_45,Politics,spanish,synthetic
Los investigadores de la Universidad de salud pública publicaron hallazgos sobre salud pública.,0,Los investigadores de la Universidad de salud pública publicaron hallazgos sobre salud pública.,Reporter_spanish_46,Economy,spanish,synthetic
"Según el último informe, los indicadores económicos muestran crecimiento en educación.",0,"Según el último informe, los indicadores económicos muestran crecimiento en educación.",Reporter_spanish_47,Health,spanish,synthetic
Las autoridades recibieron financiamiento para programas de desarrollo en economía nacional.,0,Las autoridades recibieron financiamiento para programas de desarrollo en economía nacional.,Reporter_spanish_48,Politics,spanish,synthetic
Las autoridades recibieron financiamiento para programas de desarrollo en economía nacional.,0,Las autoridades recibieron financiamiento para programas de desarrollo en economía nacional.,Reporter_spanish_49,Health,spanish,synthetic
Los investigadores de la Universidad de economía nacional publicaron hallazgos sobre economía nacional.,0,Los investigadores de la Universidad de economía nacional publicaron hallazgos sobre economía nacion...,Reporter_spanish_0,Technology,spanish,synthetic
Las autoridades recibieron financiamiento para programas de desarrollo en tecnología.,0,Las autoridades recibieron financiamiento para programas de desarrollo en tecnología.,Reporter_spanish_1,Technology,spanish,synthetic
El Ministerio de investigación médica anunció nuevas políticas de investigación médica tras extensa investigación.,0,El Ministerio de investigación médica anunció nuevas políticas de investigación médica tras extensa ...,Reporter_spanish_2,Politics,spanish,synthetic
Las autoridades recibieron financiamiento para programas de desarrollo en investigación médica.,0,Las autoridades recibieron financiamiento para programas de desarrollo en investigación médica.,Reporter_spanish_3,Technology,spanish,synthetic
El Ministerio de energías renovables anunció nuevas políticas de energías renovables tras extensa investigación.,0,El Ministerio de energías renovables anunció nuevas políticas de energías renovables tras extensa in...,Reporter_spanish_4,Science,spanish,synthetic
Las autoridades recibieron financiamiento para programas de desarrollo en investigación médica.,0,Las autoridades recibieron financiamiento para programas de desarrollo en investigación médica.,Reporter_spanish_5,Technology,spanish,synthetic
El Ministerio de energías renovables anunció nuevas políticas de energías renovables tras extensa investigación.,0,El Ministerio de energías renovables anunció nuevas políticas de energías renovables tras extensa in...,Reporter_spanish_6,Health,spanish,synthetic
"Según el último informe, los indicadores económicos muestran crecimiento en investigación médica.",0,"Según el último informe, los indicadores económicos muestran crecimiento en investigación médica.",Reporter_spanish_7,Science,spanish,synthetic
El Ministerio de educación anunció nuevas políticas de educación tras extensa investigación.,0,El Ministerio de educación anunció nuevas políticas de educación tras extensa investigación.,Reporter_spanish_8,Science,spanish,synthetic
Las autoridades recibieron financiamiento para programas de desarrollo en medio ambiente.,0,Las autoridades recibieron financiamiento para programas de desarrollo en medio ambiente.,Reporter_spanish_9,Politics,spanish,synthetic
Las autoridades recibieron financiamiento para programas de desarrollo en investigación médica.,0,Las autoridades recibieron financiamiento para programas de desarrollo en investigación médica.,Reporter_spanish_10,Health,spanish,synthetic
Las autoridades recibieron financiamiento para programas de desarrollo en tecnología.,0,Las autoridades recibieron financiamiento para programas de desarrollo en tecnología.,Reporter_spanish_11,Politics,spanish,synthetic
Las autoridades recibieron financiamiento para programas de desarrollo en medio ambiente.,0,Las autoridades recibieron financiamiento para programas de desarrollo en medio ambiente.,Reporter_spanish_12,Science,spanish,synthetic
"Según el último informe, los indicadores económicos muestran crecimiento en tecnología.",0,"Según el último informe, los indicadores económicos muestran crecimiento en tecnología.",Reporter_spanish_13,Politics,spanish,synthetic
El Ministerio de medio ambiente anunció nuevas políticas de medio ambiente tras extensa investigación.,0,El Ministerio de medio ambiente anunció nuevas políticas de medio ambiente tras extensa investigació...,Reporter_spanish_14,Science,spanish,synthetic
Las autoridades recibieron financiamiento para programas de desarrollo en energías renovables.,0,Las autoridades recibieron financiamiento para programas de desarrollo en energías renovables.,Reporter_spanish_15,Technology,spanish,synthetic
El Ministerio de economía nacional anunció nuevas políticas de economía nacional tras extensa investigación.,0,El Ministerio de economía nacional anunció nuevas políticas de economía nacional tras extensa invest...,Reporter_spanish_16,Politics,spanish,synthetic
"Según el último informe, los indicadores económicos muestran crecimiento en tecnología.",0,"Según el último informe, los indicadores económicos muestran crecimiento en tecnología.",Reporter_spanish_17,Politics,spanish,synthetic
Las autoridades recibieron financiamiento para programas de desarrollo en energías renovables.,0,Las autoridades recibieron financiamiento para programas de desarrollo en energías renovables.,Reporter_spanish_18,Technology,spanish,synthetic
Las autoridades recibieron financiamiento para programas de desarrollo en investigación médica.,0,Las autoridades recibieron financiamiento para programas de desarrollo en investigación médica.,Reporter_spanish_19,Health,spanish,synthetic
El Ministerio de investigación médica anunció nuevas políticas de investigación médica tras extensa investigación.,0,El Ministerio de investigación médica anunció nuevas políticas de investigación médica tras extensa ...,Reporter_spanish_20,Technology,spanish,synthetic
"Según el último informe, los indicadores económicos muestran crecimiento en tecnología.",0,"Según el último informe, los indicadores económicos muestran crecimiento en tecnología.",Reporter_spanish_21,Science,spanish,synthetic
El Ministerio de economía nacional anunció nuevas políticas de economía nacional tras extensa investigación.,0,El Ministerio de economía nacional anunció nuevas políticas de economía nacional tras extensa invest...,Reporter_spanish_22,Health,spanish,synthetic
Las autoridades recibieron financiamiento para programas de desarrollo en investigación médica.,0,Las autoridades recibieron financiamiento para programas de desarrollo en investigación médica.,Reporter_spanish_23,Politics,spanish,synthetic
El Ministerio de educación anunció nuevas políticas de educación tras extensa investigación.,0,El Ministerio de educación anunció nuevas políticas de educación tras extensa investigación.,Reporter_spanish_24,Politics,spanish,synthetic
El Ministerio de energías renovables anunció nuevas políticas de energías renovables tras extensa investigación.,0,El Ministerio de energías renovables anunció nuevas políticas de energías renovables tras extensa in...,Reporter_spanish_25,Technology,spanish,synthetic
El Ministerio de salud pública anunció nuevas políticas de salud pública tras extensa investigación.,0,El Ministerio de salud pública anunció nuevas políticas de salud pública tras extensa investigación.,Reporter_spanish_26,Technology,spanish,synthetic
Los investigadores de la Universidad de salud pública publicaron hallazgos sobre salud pública.,0,Los investigadores de la Universidad de salud pública publicaron hallazgos sobre salud pública.,Reporter_spanish_27,Health,spanish,synthetic
Los investigadores de la Universidad de economía nacional publicaron hallazgos sobre economía nacional.,0,Los investigadores de la Universidad de economía nacional publicaron hallazgos sobre economía nacion...,Reporter_spanish_28,Science,spanish,synthetic
"Según el último informe, los indicadores económicos muestran crecimiento en economía nacional.",0,"Según el último informe, los indicadores económicos muestran crecimiento en economía nacional.",Reporter_spanish_29,Economy,spanish,synthetic
"Según el último informe, los indicadores económicos muestran crecimiento en economía nacional.",0,"Según el último informe, los indicadores económicos muestran crecimiento en economía nacional.",Reporter_spanish_30,Technology,spanish,synthetic
El Ministerio de política internacional anunció nuevas políticas de política internacional tras extensa investigación.,0,El Ministerio de política internacional anunció nuevas políticas de política internacional tras exte...,Reporter_spanish_31,Health,spanish,synthetic
Las autoridades recibieron financiamiento para programas de desarrollo en economía nacional.,0,Las autoridades recibieron financiamiento para programas de desarrollo en economía nacional.,Reporter_spanish_32,Politics,spanish,synthetic
"Según el último informe, los indicadores económicos muestran crecimiento en economía nacional.",0,"Según el último informe, los indicadores económicos muestran crecimiento en economía nacional.",Reporter_spanish_33,Economy,spanish,synthetic
El Ministerio de política internacional anunció nuevas políticas de política internacional tras extensa investigación.,0,El Ministerio de política internacional anunció nuevas políticas de política internacional tras exte...,Reporter_spanish_34,Economy,spanish,synthetic
Los investigadores de la Universidad de economía nacional publicaron hallazgos sobre economía nacional.,0,Los investigadores de la Universidad de economía nacional publicaron hallazgos sobre economía nacion...,Reporter_spanish_35,Economy,spanish,synthetic
El Ministerio de salud pública anunció nuevas políticas de salud pública tras extensa investigación.,0,El Ministerio de salud pública anunció nuevas políticas de salud pública tras extensa investigación.,Reporter_spanish_36,Health,spanish,synthetic
Las autoridades recibieron financiamiento para programas de desarrollo en economía nacional.,0,Las autoridades recibieron financiamiento para programas de desarrollo en economía nacional.,Reporter_spanish_37,Science,spanish,synthetic
El Ministerio de tecnología anunció nuevas políticas de tecnología tras extensa investigación.,0,El Ministerio de tecnología anunció nuevas políticas de tecnología tras extensa investigación.,Reporter_spanish_38,Politics,spanish,synthetic
"Según el último informe, los indicadores económicos muestran crecimiento en energías renovables.",0,"Según el último informe, los indicadores económicos muestran crecimiento en energías renovables.",Reporter_spanish_39,Politics,spanish,synthetic
Las autoridades recibieron financiamiento para programas de desarrollo en investigación médica.,0,Las autoridades recibieron financiamiento para programas de desarrollo en investigación médica.,Reporter_spanish_40,Economy,spanish,synthetic
Los investigadores de la Universidad de salud pública publicaron hallazgos sobre salud pública.,0,Los investigadores de la Universidad de salud pública publicaron hallazgos sobre salud pública.,Reporter_spanish_41,Economy,spanish,synthetic
Los investigadores de la Universidad de medio ambiente publicaron hallazgos sobre medio ambiente.,0,Los investigadores de la Universidad de medio ambiente publicaron hallazgos sobre medio ambiente.,Reporter_spanish_42,Science,spanish,synthetic
El Ministerio de política internacional anunció nuevas políticas de política internacional tras extensa investigación.,0,El Ministerio de política internacional anunció nuevas políticas de política internacional tras exte...,Reporter_spanish_43,Technology,spanish,synthetic
Las autoridades recibieron financiamiento para programas de desarrollo en salud pública.,0,Las autoridades recibieron financiamiento para programas de desarrollo en salud pública.,Reporter_spanish_44,Science,spanish,synthetic
"Según el último informe, los indicadores económicos muestran crecimiento en energías renovables.",0,"Según el último informe, los indicadores económicos muestran crecimiento en energías renovables.",Reporter_spanish_45,Technology,spanish,synthetic
El Ministerio de economía nacional anunció nuevas políticas de economía nacional tras extensa investigación.,0,El Ministerio de economía nacional anunció nuevas políticas de economía nacional tras extensa invest...,Reporter_spanish_46,Politics,spanish,synthetic
El Ministerio de medio ambiente anunció nuevas políticas de medio ambiente tras extensa investigación.,0,El Ministerio de medio ambiente anunció nuevas políticas de medio ambiente tras extensa investigació...,Reporter_spanish_47,Politics,spanish,synthetic
"Según el último informe, los indicadores económicos muestran crecimiento en tecnología.",0,"Según el último informe, los indicadores económicos muestran crecimiento en tecnología.",Reporter_spanish_48,Health,spanish,synthetic
El Ministerio de medio ambiente anunció nuevas políticas de medio ambiente tras extensa investigación.,0,El Ministerio de medio ambiente anunció nuevas políticas de medio ambiente tras extensa investigació...,Reporter_spanish_49,Economy,spanish,synthetic
Los investigadores de la Universidad de tecnología publicaron hallazgos sobre tecnología.,0,Los investigadores de la Universidad de tecnología publicaron hallazgos sobre tecnología.,Reporter_spanish_0,Health,spanish,synthetic
"Según el último informe, los indicadores económicos muestran crecimiento en política internacional.",0,"Según el último informe, los indicadores económicos muestran crecimiento en política internacional.",Reporter_spanish_1,Technology,spanish,synthetic
"Según el último informe, los indicadores económicos muestran crecimiento en educación.",0,"Según el último informe, los indicadores económicos muestran crecimiento en educación.",Reporter_spanish_2,Science,spanish,synthetic
El Ministerio de investigación médica anunció nuevas políticas de investigación médica tras extensa investigación.,0,El Ministerio de investigación médica anunció nuevas políticas de investigación médica tras extensa ...,Reporter_spanish_3,Science,spanish,synthetic
Las autoridades recibieron financiamiento para programas de desarrollo en investigación médica.,0,Las autoridades recibieron financiamiento para programas de desarrollo en investigación médica.,Reporter_spanish_4,Health,spanish,synthetic
El Ministerio de política internacional anunció nuevas políticas de política internacional tras extensa investigación.,0,El Ministerio de política internacional anunció nuevas políticas de política internacional tras exte...,Reporter_spanish_5,Economy,spanish,synthetic
"Según el último informe, los indicadores económicos muestran crecimiento en economía nacional.",0,"Según el último informe, los indicadores económicos muestran crecimiento en economía nacional.",Reporter_spanish_6,Science,spanish,synthetic
Los investigadores de la Universidad de medio ambiente publicaron hallazgos sobre medio ambiente.,0,Los investigadores de la Universidad de medio ambiente publicaron hallazgos sobre medio ambiente.,Reporter_spanish_7,Science,spanish,synthetic
"Según el último informe, los indicadores económicos muestran crecimiento en política internacional.",0,"Según el último informe, los indicadores económicos muestran crecimiento en política internacional.",Reporter_spanish_8,Technology,spanish,synthetic
Los investigadores de la Universidad de salud pública publicaron hallazgos sobre salud pública.,0,Los investigadores de la Universidad de salud pública publicaron hallazgos sobre salud pública.,Reporter_spanish_9,Health,spanish,synthetic
El Ministerio de medio ambiente anunció nuevas políticas de medio ambiente tras extensa investigación.,0,El Ministerio de medio ambiente anunció nuevas políticas de medio ambiente tras extensa investigació...,Reporter_spanish_10,Technology,spanish,synthetic
"Según el último informe, los indicadores económicos muestran crecimiento en tecnología.",0,"Según el último informe, los indicadores económicos muestran crecimiento en tecnología.",Reporter_spanish_11,Health,spanish,synthetic
El Ministerio de energías renovables anunció nuevas políticas de energías renovables tras extensa investigación.,0,El Ministerio de energías renovables anunció nuevas políticas de energías renovables tras extensa in...,Reporter_spanish_12,Technology,spanish,synthetic
"Según el último informe, los indicadores económicos muestran crecimiento en tecnología.",0,"Según el último informe, los indicadores económicos muestran crecimiento en tecnología.",Reporter_spanish_13,Economy,spanish,synthetic
"Según el último informe, los indicadores económicos muestran crecimiento en investigación médica.",0,"Según el último informe, los indicadores económicos muestran crecimiento en investigación médica.",Reporter_spanish_14,Health,spanish,synthetic
Las autoridades recibieron financiamiento para programas de desarrollo en política internacional.,0,Las autoridades recibieron financiamiento para programas de desarrollo en política internacional.,Reporter_spanish_15,Technology,spanish,synthetic
El Ministerio de política internacional anunció nuevas políticas de política internacional tras extensa investigación.,0,El Ministerio de política internacional anunció nuevas políticas de política internacional tras exte...,Reporter_spanish_16,Politics,spanish,synthetic
Las autoridades recibieron financiamiento para programas de desarrollo en salud pública.,0,Las autoridades recibieron financiamiento para programas de desarrollo en salud pública.,Reporter_spanish_17,Health,spanish,synthetic
El Ministerio de medio ambiente anunció nuevas políticas de medio ambiente tras extensa investigación.,0,El Ministerio de medio ambiente anunció nuevas políticas de medio ambiente tras extensa investigació...,Reporter_spanish_18,Economy,spanish,synthetic
Los investigadores de la Universidad de medio ambiente publicaron hallazgos sobre medio ambiente.,0,Los investigadores de la Universidad de medio ambiente publicaron hallazgos sobre medio ambiente.,Reporter_spanish_19,Health,spanish,synthetic
"Según el último informe, los indicadores económicos muestran crecimiento en investigación médica.",0,"Según el último informe, los indicadores económicos muestran crecimiento en investigación médica.",Reporter_spanish_20,Technology,spanish,synthetic
"Según el último informe, los indicadores económicos muestran crecimiento en educación.",0,"Según el último informe, los indicadores económicos muestran crecimiento en educación.",Reporter_spanish_21,Science,spanish,synthetic
"Según el último informe, los indicadores económicos muestran crecimiento en educación.",0,"Según el último informe, los indicadores económicos muestran crecimiento en educación.",Reporter_spanish_22,Science,spanish,synthetic
El Ministerio de tecnología anunció nuevas políticas de tecnología tras extensa investigación.,0,El Ministerio de tecnología anunció nuevas políticas de tecnología tras extensa investigación.,Reporter_spanish_23,Science,spanish,synthetic
"Según el último informe, los indicadores económicos muestran crecimiento en medio ambiente.",0,"Según el último informe, los indicadores económicos muestran crecimiento en medio ambiente.",Reporter_spanish_24,Politics,spanish,synthetic
"Según el último informe, los indicadores económicos muestran crecimiento en política internacional.",0,"Según el último informe, los indicadores económicos muestran crecimiento en política internacional.",Reporter_spanish_25,Politics,spanish,synthetic
El Ministerio de investigación médica anunció nuevas políticas de investigación médica tras extensa investigación.,0,El Ministerio de investigación médica anunció nuevas políticas de investigación médica tras extensa ...,Reporter_spanish_26,Politics,spanish,synthetic
"Según el último informe, los indicadores económicos muestran crecimiento en investigación médica.",0,"Según el último informe, los indicadores económicos muestran crecimiento en investigación médica.",Reporter_spanish_27,Science,spanish,synthetic
"Según el último informe, los indicadores económicos muestran crecimiento en investigación médica.",0,"Según el último informe, los indicadores económicos muestran crecimiento en investigación médica.",Reporter_spanish_28,Economy,spanish,synthetic
Las autoridades recibieron financiamiento para programas de desarrollo en tecnología.,0,Las autoridades recibieron financiamiento para programas de desarrollo en tecnología.,Reporter_spanish_29,Technology,spanish,synthetic
El Ministerio de salud pública anunció nuevas políticas de salud pública tras extensa investigación.,0,El Ministerio de salud pública anunció nuevas políticas de salud pública tras extensa investigación.,Reporter_spanish_30,Politics,spanish,synthetic
Las autoridades recibieron financiamiento para programas de desarrollo en salud pública.,0,Las autoridades recibieron financiamiento para programas de desarrollo en salud pública.,Reporter_spanish_31,Technology,spanish,synthetic
El Ministerio de política internacional anunció nuevas políticas de política internacional tras extensa investigación.,0,El Ministerio de política internacional anunció nuevas políticas de política internacional tras exte...,Reporter_spanish_32,Health,spanish,synthetic
Los investigadores de la Universidad de economía nacional publicaron hallazgos sobre economía nacional.,0,Los investigadores de la Universidad de economía nacional publicaron hallazgos sobre economía nacion...,Reporter_spanish_33,Politics,spanish,synthetic
Los investigadores de la Universidad de energías renovables publicaron hallazgos sobre energías renovables.,0,Los investigadores de la Universidad de energías renovables publicaron hallazgos sobre energías reno...,Reporter_spanish_34,Health,spanish,synthetic
El Ministerio de educación anunció nuevas políticas de educación tras extensa investigación.,0,El Ministerio de educación anunció nuevas políticas de educación tras extensa investigación.,Reporter_spanish_35,Economy,spanish,synthetic
Los investigadores de la Universidad de salud pública publicaron hallazgos sobre salud pública.,0,Los investigadores de la Universidad de salud pública publicaron hallazgos sobre salud pública.,Reporter_spanish_36,Technology,spanish,synthetic
"Según el último informe, los indicadores económicos muestran crecimiento en salud pública.",0,"Según el último informe, los indicadores económicos muestran crecimiento en salud pública.",Reporter_spanish_37,Politics,spanish,synthetic
El Ministerio de tecnología anunció nuevas políticas de tecnología tras extensa investigación.,0,El Ministerio de tecnología anunció nuevas políticas de tecnología tras extensa investigación.,Reporter_spanish_38,Science,spanish,synthetic
El Ministerio de investigación médica anunció nuevas políticas de investigación médica tras extensa investigación.,0,El Ministerio de investigación médica anunció nuevas políticas de investigación médica tras extensa ...,Reporter_spanish_39,Technology,spanish,synthetic
"Según el último informe, los indicadores económicos muestran crecimiento en economía nacional.",0,"Según el último informe, los indicadores económicos muestran crecimiento en economía nacional.",Reporter_spanish_40,Science,spanish,synthetic
"Según el último informe, los indicadores económicos muestran crecimiento en educación.",0,"Según el último informe, los indicadores económicos muestran crecimiento en educación.",Reporter_spanish_41,Health,spanish,synthetic
"Según el último informe, los indicadores económicos muestran crecimiento en política internacional.",0,"Según el último informe, los indicadores económicos muestran crecimiento en política internacional.",Reporter_spanish_42,Technology,spanish,synthetic
Los investigadores de la Universidad de economía nacional publicaron hallazgos sobre economía nacional.,0,Los investigadores de la Universidad de economía nacional publicaron hallazgos sobre economía nacion...,Reporter_spanish_43,Technology,spanish,synthetic
Los investigadores de la Universidad de economía nacional publicaron hallazgos sobre economía nacional.,0,Los investigadores de la Universidad de economía nacional publicaron hallazgos sobre economía nacion...,Reporter_spanish_44,Economy,spanish,synthetic
El Ministerio de investigación médica anunció nuevas políticas de investigación médica tras extensa investigación.,0,El Ministerio de investigación médica anunció nuevas políticas de investigación médica tras extensa ...,Reporter_spanish_45,Politics,spanish,synthetic
"Según el último informe, los indicadores económicos muestran crecimiento en investigación médica.",0,"Según el último informe, los indicadores económicos muestran crecimiento en investigación médica.",Reporter_spanish_46,Economy,spanish,synthetic
Los investigadores de la Universidad de medio ambiente publicaron hallazgos sobre medio ambiente.,0,Los investigadores de la Universidad de medio ambiente publicaron hallazgos sobre medio ambiente.,Reporter_spanish_47,Politics,spanish,synthetic
Los investigadores de la Universidad de economía nacional publicaron hallazgos sobre economía nacional.,0,Los investigadores de la Universidad de economía nacional publicaron hallazgos sobre economía nacion...,Reporter_spanish_48,Technology,spanish,synthetic
"Según el último informe, los indicadores económicos muestran crecimiento en tecnología.",0,"Según el último informe, los indicadores económicos muestran crecimiento en tecnología.",Reporter_spanish_49,Economy,spanish,synthetic
El Ministerio de medio ambiente anunció nuevas políticas de medio ambiente tras extensa investigación.,0,El Ministerio de medio ambiente anunció nuevas políticas de medio ambiente tras extensa investigació...,Reporter_spanish_0,Politics,spanish,synthetic
Las autoridades recibieron financiamiento para programas de desarrollo en tecnología.,0,Las autoridades recibieron financiamiento para programas de desarrollo en tecnología.,Reporter_spanish_1,Technology,spanish,synthetic
"Según el último informe, los indicadores económicos muestran crecimiento en medio ambiente.",0,"Según el último informe, los indicadores económicos muestran crecimiento en medio ambiente.",Reporter_spanish_2,Politics,spanish,synthetic
"Según el último informe, los indicadores económicos muestran crecimiento en economía nacional.",0,"Según el último informe, los indicadores económicos muestran crecimiento en economía nacional.",Reporter_spanish_3,Science,spanish,synthetic
Las autoridades recibieron financiamiento para programas de desarrollo en investigación médica.,0,Las autoridades recibieron financiamiento para programas de desarrollo en investigación médica.,Reporter_spanish_4,Technology,spanish,synthetic
"Según el último informe, los indicadores económicos muestran crecimiento en investigación médica.",0,"Según el último informe, los indicadores económicos muestran crecimiento en investigación médica.",Reporter_spanish_5,Politics,spanish,synthetic
Las autoridades recibieron financiamiento para programas de desarrollo en medio ambiente.,0,Las autoridades recibieron financiamiento para programas de desarrollo en medio ambiente.,Reporter_spanish_6,Health,spanish,synthetic
El Ministerio de energías renovables anunció nuevas políticas de energías renovables tras extensa investigación.,0,El Ministerio de energías renovables anunció nuevas políticas de energías renovables tras extensa in...,Reporter_spanish_7,Science,spanish,synthetic
Los investigadores de la Universidad de investigación médica publicaron hallazgos sobre investigación médica.,0,Los investigadores de la Universidad de investigación médica publicaron hallazgos sobre investigació...,Reporter_spanish_8,Health,spanish,synthetic
Los investigadores de la Universidad de investigación médica publicaron hallazgos sobre investigación médica.,0,Los investigadores de la Universidad de investigación médica publicaron hallazgos sobre investigació...,Reporter_spanish_9,Health,spanish,synthetic
Los investigadores de la Universidad de energías renovables publicaron hallazgos sobre energías renovables.,0,Los investigadores de la Universidad de energías renovables publicaron hallazgos sobre energías reno...,Reporter_spanish_10,Technology,spanish,synthetic
"Según el último informe, los indicadores económicos muestran crecimiento en tecnología.",0,"Según el último informe, los indicadores económicos muestran crecimiento en tecnología.",Reporter_spanish_11,Economy,spanish,synthetic
Las autoridades recibieron financiamiento para programas de desarrollo en política internacional.,0,Las autoridades recibieron financiamiento para programas de desarrollo en política internacional.,Reporter_spanish_12,Economy,spanish,synthetic
Las autoridades recibieron financiamiento para programas de desarrollo en energías renovables.,0,Las autoridades recibieron financiamiento para programas de desarrollo en energías renovables.,Reporter_spanish_13,Economy,spanish,synthetic
Las autoridades recibieron financiamiento para programas de desarrollo en salud pública.,0,Las autoridades recibieron financiamiento para programas de desarrollo en salud pública.,Reporter_spanish_14,Technology,spanish,synthetic
Las autoridades recibieron financiamiento para programas de desarrollo en medio ambiente.,0,Las autoridades recibieron financiamiento para programas de desarrollo en medio ambiente.,Reporter_spanish_15,Economy,spanish,synthetic
"Según el último informe, los indicadores económicos muestran crecimiento en educación.",0,"Según el último informe, los indicadores económicos muestran crecimiento en educación.",Reporter_spanish_16,Politics,spanish,synthetic
Las autoridades recibieron financiamiento para programas de desarrollo en salud pública.,0,Las autoridades recibieron financiamiento para programas de desarrollo en salud pública.,Reporter_spanish_17,Health,spanish,synthetic
"Según el último informe, los indicadores económicos muestran crecimiento en tecnología.",0,"Según el último informe, los indicadores económicos muestran crecimiento en tecnología.",Reporter_spanish_18,Science,spanish,synthetic
Las autoridades recibieron financiamiento para programas de desarrollo en tecnología.,0,Las autoridades recibieron financiamiento para programas de desarrollo en tecnología.,Reporter_spanish_19,Economy,spanish,synthetic
El Ministerio de economía nacional anunció nuevas políticas de economía nacional tras extensa investigación.,0,El Ministerio de economía nacional anunció nuevas políticas de economía nacional tras extensa invest...,Reporter_spanish_20,Science,spanish,synthetic
Las autoridades recibieron financiamiento para programas de desarrollo en educación.,0,Las autoridades recibieron financiamiento para programas de desarrollo en educación.,Reporter_spanish_21,Science,spanish,synthetic
Los investigadores de la Universidad de salud pública publicaron hallazgos sobre salud pública.,0,Los investigadores de la Universidad de salud pública publicaron hallazgos sobre salud pública.,Reporter_spanish_22,Economy,spanish,synthetic
El Ministerio de tecnología anunció nuevas políticas de tecnología tras extensa investigación.,0,El Ministerio de tecnología anunció nuevas políticas de tecnología tras extensa investigación.,Reporter_spanish_23,Health,spanish,synthetic
Las autoridades recibieron financiamiento para programas de desarrollo en medio ambiente.,0,Las autoridades recibieron financiamiento para programas de desarrollo en medio ambiente.,Reporter_spanish_24,Economy,spanish,synthetic
Los investigadores de la Universidad de economía nacional publicaron hallazgos sobre economía nacional.,0,Los investigadores de la Universidad de economía nacional publicaron hallazgos sobre economía nacion...,Reporter_spanish_25,Politics,spanish,synthetic
Las autoridades recibieron financiamiento para programas de desarrollo en energías renovables.,0,Las autoridades recibieron financiamiento para programas de desarrollo en energías renovables.,Reporter_spanish_26,Technology,spanish,synthetic
El Ministerio de salud pública anunció nuevas políticas de salud pública tras extensa investigación.,0,El Ministerio de salud pública anunció nuevas políticas de salud pública tras extensa investigación.,Reporter_spanish_27,Science,spanish,synthetic
El Ministerio de investigación médica anunció nuevas políticas de investigación médica tras extensa investigación.,0,El Ministerio de investigación médica anunció nuevas políticas de investigación médica tras extensa ...,Reporter_spanish_28,Science,spanish,synthetic
"Según el último informe, los indicadores económicos muestran crecimiento en política internacional.",0,"Según el último informe, los indicadores económicos muestran crecimiento en política internacional.",Reporter_spanish_29,Politics,spanish,synthetic
Las autoridades recibieron financiamiento para programas de desarrollo en tecnología.,0,Las autoridades recibieron financiamiento para programas de desarrollo en tecnología.,Reporter_spanish_30,Economy,spanish,synthetic
Las autoridades recibieron financiamiento para programas de desarrollo en política internacional.,0,Las autoridades recibieron financiamiento para programas de desarrollo en política internacional.,Reporter_spanish_31,Politics,spanish,synthetic
"Según el último informe, los indicadores económicos muestran crecimiento en educación.",0,"Según el último informe, los indicadores económicos muestran crecimiento en educación.",Reporter_spanish_32,Health,spanish,synthetic
El Ministerio de educación anunció nuevas políticas de educación tras extensa investigación.,0,El Ministerio de educación anunció nuevas políticas de educación tras extensa investigación.,Reporter_spanish_33,Economy,spanish,synthetic
Los investigadores de la Universidad de energías renovables publicaron hallazgos sobre energías renovables.,0,Los investigadores de la Universidad de energías renovables publicaron hallazgos sobre energías reno...,Reporter_spanish_34,Technology,spanish,synthetic
Los investigadores de la Universidad de energías renovables publicaron hallazgos sobre energías renovables.,0,Los investigadores de la Universidad de energías renovables publicaron hallazgos sobre energías reno...,Reporter_spanish_35,Economy,spanish,synthetic
Los investigadores de la Universidad de política internacional publicaron hallazgos sobre política internacional.,0,Los investigadores de la Universidad de política internacional publicaron hallazgos sobre política i...,Reporter_spanish_36,Technology,spanish,synthetic
